id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
91586,en,Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,33.668,2013-09-12,Insidious: Chapter 2,6.7,3582
13804,en,Fast & Furious,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",10.341,2009-04-02,Fast & Furious,6.7,6184
11130,en,The Princess Diaries 2: Royal Engagement,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",27.902,2004-08-06,The Princess Diaries 2: Royal Engagement,6.7,2857
10316,en,The Ides of March,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,13.18,2011-09-24,The Ides of March,6.7,2133
1364,es,Lucía y el sexo,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.",25.305,2001-08-24,Sex and Lucía,6.7,435
629017,en,Run Hide Fight,"A 17-year-old girl uses her wits, survival skills, and compassion to fight for her life, and those of her fellow classmates, against a group of live-streaming school shooters.",27.601,2020-09-10,Run Hide Fight,6.7,304
406994,en,Better Watch Out,"On a quiet suburban street tucked within a 'safe neighborhood', a babysitter must defend a twelve-year-old boy from strangers breaking into the house, only to discover that this is far from a normal home invasion.",14.003,2017-10-06,Better Watch Out,6.7,1202
236751,en,Heaven Is for Real,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side.",22.045,2014-04-16,Heaven Is for Real,6.7,654
227719,en,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",31.12,2015-01-28,Project Almanac,6.7,2218
11548,en,*batteries not included,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",14.374,1987-12-18,*batteries not included,6.7,572
2976,en,Hairspray,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show.",13.036,2007-07-19,Hairspray,6.7,2253
445793,it,Moglie e marito,"Married for ten years, in full crisis, thinking about divorce. But following a failed scientific experiment, they suddenly find one inside the body of the other.",5.826,2017-04-13,Husband & Wife,6.7,306
273153,fr,La Belle Saison,"In 1971, Carole and Delphine meet and fall in love in Paris. When Carole follows Delphine back to her family farm in Limousin, the two find lesbianism and feminism are not as easy in the countryside.",10.598,2015-08-19,Summertime,6.7,291
4349,en,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,13.311,2007-08-22,The Kingdom,6.7,1354
3595,en,Ransom,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",13.086,1996-11-08,Ransom,6.7,1545
150,en,48 Hrs.,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",17.361,1982-12-07,48 Hrs.,6.7,1199
492452,en,Ben Is Back,"19-year-old Ben Burns unexpectedly returns home to his family's suburban home on Christmas Eve morning. Ben's mother, Holly, is relieved and welcoming but wary of her son staying clean. Over a turbulent 24 hours, new truths are revealed, and a mother's undying love for her son is tested as she does everything in her power to keep him safe.",11.85,2018-12-05,Ben Is Back,6.7,815
209185,en,The Grand Seduction,"A small fishing village must procure a local doctor to secure a lucrative business contract. When unlikely candidate and big city doctor Paul Lewis lands in their lap for a trial residence, the townsfolk rally together to charm him into staying. As the doctor’s time in the village winds to a close, acting mayor Murray French has no choice but to pull out all the stops and begin The Grand Seduction.",10.192,2014-05-30,The Grand Seduction,6.7,257
10585,en,Child's Play,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",54.812,1988-11-09,Child's Play,6.7,2393
575776,en,Saint Maud,"Having recently found God, self-effacing young nurse Maud arrives at a plush home to care for Amanda, a hedonistic dancer left frail from a chronic illness. When a chance encounter with a former colleague throws up hints of a dark past, it becomes clear there is more to sweet Maud than meets the eye.",14.69,2020-10-09,Saint Maud,6.7,492
337674,fr,Elle,"When Michèle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker.",15.391,2016-05-25,Elle,6.7,1602
245916,en,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,12.141,2014-10-09,Kill the Messenger,6.7,739
124157,ko,도둑들,"A gang of South Korean thieves team up with a Hong Kong crew to steal a diamond necklace from a heavily-guarded casino safe in Macau. As the cops close in, old betrayals — and misunderstandings — resurface.",12.93,2012-07-25,The Thieves,6.7,240
25389,en,Matinee,"A showman introduces a small coastal town to a unique movie experience and capitalises on the Cuban Missile crisis hysteria with a kitschy horror extravaganza combining film effects, stage props and actors in rubber suits in this salute to the B-movie.",7.986,1993-01-29,Matinee,6.7,222
11601,en,Stir of Echoes,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",11.554,1999-09-10,Stir of Echoes,6.7,999
11566,en,Dave,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,10.336,1993-05-07,Dave,6.7,621
8265,fr,Bienvenue chez les ch'tis,"Although living a comfortable life in Salon-de-Provence, a charming town in the South of France, Julie has been feeling depressed for a while. To please her, Philippe Abrams, a post office administrator, her husband, tries to obtain a transfer to a seaside town, on the French Riviera, at any cost. The trouble is that he is caught red-handed while trying to scam an inspector. Philippe is immediately banished to the distant unheard of town of Bergues, in the Far North of France...",13.028,2008-02-20,Welcome to the Sticks,6.7,2154
87492,en,Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,11.8,2014-11-14,Foxcatcher,6.7,2024
287,en,Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",14.824,1988-06-15,Bull Durham,6.7,471
758724,en,The Cellar,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",60.67,2022-03-25,The Cellar,6.7,316
727293,en,The Tender Bar,"J.R. is a fatherless boy growing up in the glow of a bar where the bartender, his Uncle Charlie, is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — J.R. begins to gamely, if not always gracefully, pursue his romantic and professional dreams, with one foot persistently placed in Uncle Charlie’s bar.",14.887,2021-12-17,The Tender Bar,6.7,383
418879,en,The Current War,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,12.269,2018-02-01,The Current War,6.7,881
401513,ru,Притяжение,"After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.",14.846,2017-01-26,Attraction,6.7,665
321751,en,A Perfect Day,"Somewhere in the Balkans, 1995. A team of aid workers must solve an apparently simple problem in an almost completely pacified territory that has been devastated by a cruel war, but some of the local inhabitants, the retreating combatants, the UN forces, many cows and an absurd bureaucracy will not cease to put obstacles in their way.",10.925,2015-08-28,A Perfect Day,6.7,554
238636,en,The Purge: Anarchy,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",37.996,2014-07-17,The Purge: Anarchy,6.7,5756
236737,es,Ocho apellidos vascos,"Rafael, a Seville citizen who has never left the Spanish region of Andalucia, decides to leave his homeland to follow Amaia, a Basque girl unlike other women he has known.",10.594,2014-03-14,Spanish Affair,6.7,557
232175,en,Gimme Shelter,"After running away from her abusive mother, a streetwise teen seeks refuge with her father, but he rejects her when he learns that she's pregnant.",9.142,2013-10-17,Gimme Shelter,6.7,218
50546,en,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.  A remake of Cactus Flower (1969).",57.6,2011-02-10,Just Go with It,6.7,4899
41663,it,Fantozzi contro tutti,"The third film in the saga of the unlucky clerk Ugo Fantozzi, played by its creator, Paolo Villaggio.",6.18,1980-11-13,Fantozzi Against the Wind,6.7,467
28696,en,The Wild One,"The Black Rebels Motorcycle Club ride into the small California town of Wrightsville, eager to raise hell. Brooding gang leader Johnny Strabler takes a liking to Kathie, the daughter of the local lawman, as another club rolls into town.",13.349,1953-12-30,The Wild One,6.7,240
23439,en,House of Usher,"After a long journey, Philip arrives at the Usher mansion seeking his loved one, Madeline. Upon arriving, however, he discovers that Madeline and her brother Roderick Usher have been afflicted with a mysterious malady: Roderick's senses have become painfully acute, while Madeline has become catatonic. That evening, Roderick tells his guest of an old Usher family curse: any time there has been more than one Usher child, all of the siblings have gone insane and died horrible deaths. As the days wear on, the effects of the curse reach their terrifying climax.",6.864,1960-06-22,House of Usher,6.7,225
7453,en,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",17.548,2005-04-28,The Hitchhiker's Guide to the Galaxy,6.7,3372
35052,en,Cracks,Jealousy flares after the headmistress of an elite boarding school for girls becomes obsessed with a new student.,12.593,2009-12-04,Cracks,6.7,327
24767,en,Iron Will,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",10.369,1994-01-14,Iron Will,6.7,226
24016,en,The Sheltering Sky,An American couple drift toward emptiness in postwar North Africa.,7.695,1990-10-24,The Sheltering Sky,6.7,214
12509,en,Pollock,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who has fittingly been called ""an artist dedicated to concealment, a celebrity who nobody knew."" As he struggled with self-doubt, engaging in a lonely tug-of-war between needing to express himself and wanting to shut the world out, Pollock began a downward spiral.",8.6,2000-09-06,Pollock,6.7,254
11583,en,The First Great Train Robbery,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.",12.154,1978-12-14,The First Great Train Robbery,6.7,284
2675,en,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,14.263,2002-08-02,Signs,6.7,4787
244539,en,Infinitely Polar Bear,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",13.455,2014-01-18,Infinitely Polar Bear,6.7,331
11443,en,Dead Presidents,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,9.634,1995-10-06,Dead Presidents,6.7,228
11184,en,Kinsey,"Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.",10.571,2004-09-04,Kinsey,6.7,374
7191,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",29.422,2008-01-15,Cloverfield,6.7,6147
555850,en,The Holiday Calendar,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,12.07,2018-11-02,The Holiday Calendar,6.7,951
382595,fr,Dalida,"Based on the true story of acclaimed music icon ""Dalida"" born in Cairo, who gained celebrity in the 50s, singing in French, Spanish, Arabic, Hebrew, German, Italian, playing in awarded Youssef Chahine's picture ""Le Sixième Jour"", and who later committed suicide in 1987 in Paris, after selling more than 130 million records worldwide.",9.37,2017-01-11,Dalida,6.7,222
81440,en,"Good Luck Charlie, It's Christmas!","Teddy Duncan's middle-class family embarks on a road trip from their home in Denver to visit Mrs. Duncans Parents, the Blankenhoopers, in Palm Springs. When they find themselves stranded between Denver and Utah, they try to hitch a ride to Las Vegas with a seemingly normal older couple in a station wagon from Roswell, New Mexico. It turns out that the couple believes they are the victims of alien abduction. The Duncan's must resort to purchasing a clunker Yugo to get to Utah, have their luggage stolen in Las Vegas, and survive a zany Christmas with Grandpa and Grandma Blankenhooper.",13.543,2011-12-08,"Good Luck Charlie, It's Christmas!",6.7,365
52744,en,Falling in Love,"During shopping for Christmas, Frank and Molly run into each other. This fleeting short moment will start to change their lives, when they recognize each other months later in the train home and have a good time together. Although both are married and Frank has two little kids, they meet more and more often, their friendship becoming the most precious thing in their lives.",12.119,1984-11-21,Falling in Love,6.7,287
14197,en,My Sassy Girl,"A guy has his life planned out until he is wooed, groomed and then dumped by an elusive woman.",11.012,2008-05-26,My Sassy Girl,6.7,309
9588,en,Quigley Down Under,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",8.097,1990-10-17,Quigley Down Under,6.7,300
9297,en,Monster House,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",35.603,2006-06-30,Monster House,6.7,3369
1887,en,Marie Antoinette,"A retelling of France's iconic but ill-fated queen, Marie Antoinette, from her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",19.238,2006-05-24,Marie Antoinette,6.7,2302
256274,en,"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",30.468,2014-08-14,"As Above, So Below",6.7,2821
50544,en,Friends with Benefits,"Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.",32.494,2011-07-21,Friends with Benefits,6.7,7050
15356,en,The Girl Next Door,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",13.497,2007-07-19,The Girl Next Door,6.7,569
1635,en,The Island,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",25.72,2005-07-21,The Island,6.7,4700
417466,es,Monos,"On a faraway mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",10.463,2019-08-15,Monos,6.7,314
136403,fr,Populaire,"Rose Pamphyle lives with her widowed father and is destined to marry a son of the local mechanic. When she travels out of town and applies for a secretarial job with an insurance agency run by Louis Échard, he learns that Rose can type with extraordinary speed - using only two fingers. He tells her to compete in a speed-typing competition if she wants the job.",7.829,2012-11-27,Populaire,6.7,481
68818,en,Blackthorn,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.",7.667,2011-07-01,Blackthorn,6.7,206
12599,ja,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,"When Lawrence III's scheme to capture the Legendary Pokémon Lugia upsets the balance of nature, it is up to Ash Ketchum and his friends to save the world.",28.05,1999-07-17,Pokémon: The Movie 2000,6.7,708
7859,en,Half Nelson,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",11.266,2006-08-11,Half Nelson,6.7,720
5126,en,Martian Child,A recently-widowed science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.,7.857,2007-11-02,Martian Child,6.7,252
4437,en,2010,"While planet Earth poises on the brink of nuclear self-destruction, a team of Russian and American scientists aboard the Leonov hurtles to a rendezvous with the still-orbiting Discovery spacecraft and its sole known survivor, the homicidal computer HAL.",13.016,1984-12-06,2010,6.7,772
1487,en,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces.",31.011,2004-04-02,Hellboy,6.7,6032
245,en,About a Boy,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",12.013,2002-04-26,About a Boy,6.7,1918
433252,en,Our Souls at Night,"Addie Moore and Louis Waters, a widow and widower, have lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbour.",8.825,2017-09-29,Our Souls at Night,6.7,386
367999,it,Gli ultimi saranno ultimi,"Luciana is a factory worker married to the love of her life.  She is living the simple and quiet life she’s always desired: she works and she is deeply in love with her husband Stefano, even if he doesn’t always have a job and they both need to struggle to keep on going. They are happy and always on each other’s side, but shortly after she finds out she’s pregnant, she gets fired and her world starts falling apart.  After having tried to have a baby for years, the joy of impending motherhood lasts only a few months. Begging for help but with no one ready to listen to her, completely desperate and shattered, Luciana decides to kidnap the managing director of her former company, asking for the justice she deserves.",4.269,2015-11-12,The Last Will Be the Last,6.7,230
360638,fr,L'Étudiante et Monsieur Henri,"Because of his wavering health, Monsieur Henri can no longer live alone in his Paris appartment.  Particularly grumpy, he ends up nonetheless accepting his son Paul's suggestion that he let one of his rooms out to a young female student.  Far from falling for her charms, Henri uses her to orchestrate utter family chaos...",7.789,2015-10-07,The Student and Mister Henri,6.7,325
345887,en,The Equalizer 2,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.",42.912,2018-07-19,The Equalizer 2,6.7,4183
172803,en,Hours,A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.,12.993,2013-11-29,Hours,6.7,666
38410,en,The Poughkeepsie Tapes,"When hundreds of videotapes showing torture, murder and dismemberment are found in an abandoned house, they reveal a serial killer's decade-long reign of terror and become the most disturbing collection of evidence homicide detectives have ever seen.",15.227,2007-04-27,The Poughkeepsie Tapes,6.7,444
10010,en,Brother Bear 2,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",38.207,2006-08-17,Brother Bear 2,6.7,1273
2924,en,Backdraft,Firemen brothers Brian and Stephen McCaffrey battle each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,14.933,1991-05-24,Backdraft,6.7,1163
1788,en,Footloose,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal.",20.398,1984-02-17,Footloose,6.7,1704
246860,en,Clouds of Sils Maria,A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.,9.992,2014-08-20,Clouds of Sils Maria,6.7,656
48138,en,Unknown,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",8.74,2011-02-16,Unknown,6.7,3340
19458,en,Princess Protection Program,"When her nation is invaded, a young princess is taken into the Princess Protection Program. She is relocated to Louisiana, where she stays with a covert agent and his tomboyish daughter, and must learn how to behave like an ordinary teenager.",22.892,2009-05-20,Princess Protection Program,6.7,1533
706503,fr,Balle perdue,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",31.573,2020-06-19,Lost Bullet,6.7,630
574376,es,Quien a hierro mata,"Mario, an exemplary man, lives in a village on the Galician coast. In the old people’s home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio Padín, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, Padín's two sons, Kike and Toño, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. Toño will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",7.576,2019-08-30,Eye for an Eye,6.7,261
483104,en,A Christmas Prince,"When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",17.222,2017-11-17,A Christmas Prince,6.7,1318
481084,en,The Addams Family,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",152.378,2019-10-10,The Addams Family,6.7,1906
171540,he,מי מפחד מהזאב הרע,"Tel Aviv, Israel. The twisted paths of three very different men brutally collide due to a chain of unspeakable murders: a grieving father who has been doomed to seek vengeance and a police detective who boldly crosses the narrow boundary between law and crime meet a religion teacher suspected of being the murderer.",6.088,2013-04-21,Big Bad Wolves,6.7,304
50837,en,Martha Marcy May Marlene,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.",13.863,2011-06-10,Martha Marcy May Marlene,6.7,635
41610,it,Fracchia la belva umana,The world's greatest criminal and the world greatest loser share the same face... now they'll share the same life!,5.347,1981-12-22,Fracchia The Human Beast,6.7,276
16340,en,Rugrats in Paris: The Movie,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love.",14.893,2000-09-14,Rugrats in Paris: The Movie,6.7,402
13105,en,Mr. Mom,"Jack and Caroline are a couple making a decent living When Jack suddenly loses his job. They agree that he should stay at home and look after the house while Caroline works. It's just that he's never done it before, and really doesn't have a clue...",8.925,1983-07-22,Mr. Mom,6.7,246
1911,en,The 13th Warrior,"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend.",23.068,1999-08-13,The 13th Warrior,6.7,1522
644495,en,House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",30.825,2021-11-24,House of Gucci,6.6,2313
513576,en,Always Be My Maybe,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.",12.263,2019-05-31,Always Be My Maybe,6.6,1162
394684,es,Que Dios nos perdone,"Madrid, summer 2011. Economic crisis. 15-M movement and 1.5 million pilgrims waiting for the Pope’s arrival live side by side in a Madrid that’s hotter and more chaotic than ever. In this context, detectives Velarde and Alfaro must find what seems to be a serial killer. Their against-the-clock hunt will make them realise something they’d never imagined: neither of them are so very different from the killer.",8.911,2016-10-28,May God Save Us,6.6,363
514847,en,The Hunt,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",24.093,2020-03-11,The Hunt,6.6,2544
448095,en,I Still See You,"A spellbinding and romantic supernatural thriller. Ten years after an apocalyptic event left the world haunted by ghosts, Roni receives a threatening message from beyond the grave. Joining forces with a mysterious classmate, Kirk, Roni descends into a shadow world that blurs the bounds of the living and the dead-and begins a desperate race against time to stop a cunning killer.",15.316,2018-09-27,I Still See You,6.6,524
41608,it,Dio perdona... Io no!,"In this violent spaghetti western a murderous robber hijacks a payroll train, murders everyone aboard and then stashes his loot. A gunslinger learns about it and decides he wants the money for himself and so hatches an elaborate plot to get at it. He lures the crook into a rigged poker game, and afterward a gunfight ensues. The quick-drawing gunman makes short work of the robber, then teams up with an insurance agent to look for the hidden fortune. Unbeknownst to them, the robber had an ace up his sleeve...",10.771,1967-10-31,God Forgives... I Don't!,6.6,206
28609,ja,ドラゴンボールＺ オラの悟飯をかえせッ!!,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",34.482,1989-07-15,Dragon Ball Z: Dead Zone,6.6,450
13531,en,Empire Records,The employees of an independent music store learn about each other as they try anything to stop the store being absorbed by a large chain.,11.139,1995-09-22,Empire Records,6.6,571
12520,en,The Last Supper,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",6.298,1995-09-08,The Last Supper,6.6,216
6522,en,Life,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,14.25,1999-04-16,Life,6.6,637
829560,pl,Kolejne 365 dni,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,163.528,2022-08-19,The Next 365 Days,6.6,569
86825,en,Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",14.584,2013-02-28,Stoker,6.6,1957
438145,en,Black '47,"In 1847, when Ireland is in the grip of the Great Famine that has ravaged the country for two long years, Feeney, a hardened Irish Ranger who has been fighting for the British Army abroad, returns home to reunite with his estranged family, only to discover the cruelest reality, a black land where death reigns.",9.751,2018-09-05,Black '47,6.6,244
78698,en,Big Miracle,"Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose.",10.786,2012-02-02,Big Miracle,6.6,420
